index,longitude,latitude,magnitude,sequential Days,depth,date,year,month,day,hour,minute,decimal Seconds
989,94.2423,21.3796,4.6,15289,78.5,29/11/11,2011,11,29,13,37,18.72
990,92.857,26.2188,5.2,15453,43.3,11/5/12,2012,5,11,12,41,35.08
991,96.5968,15.1365,4.6,15461.3,15,19/5/12,2012,5,19,19,10,37.56
992,94.7053,25.6016,5.5,15503.7,56.4,1/7/12,2012,7,1,4,13,51.78
994,94.4072,25.4399,5.3,15517.3,53.2,14/7/12,2012,7,14,19,55,18.24
995,96.3809,25.0001,5,15524.6,23.6,22/7/12,2012,7,22,2,11,12.8
996,94.2784,22.9263,5.7,15531.6,81.1,29/7/12,2012,7,29,2,21,12.95
998,96.24,26.125,5,15536.3,35,2/8/12,2012,8,2,19,6,10.81
999,92.5377,26.598,4.8,15552.9,46.8,19/8/12,2012,8,19,9,24,48.98
1000,99.1961,24.651,5,15575.6,13.3,11/9/12,2012,9,11,3,21,21.82
1001,94.2659,23.8382,4.7,15576,50,11/9/12,2012,9,11,11,9,46.81
1002,92.8456,26.8419,5.1,15597.2,39.5,2/10/12,2012,10,2,18,37,38.83
1009,95.7996,23.1988,5.5,15637.2,19.8,11/11/12,2012,11,11,18,19,44.67
1014,95.798,22.6489,4.6,15669.6,10,14/12/12,2012,12,14,2,17,30.85
1016,95.8921,22.909,4.6,15675.7,32,20/12/12,2012,12,20,5,56,8.38
1018,95.7675,22.7676,4.7,15682,32,26/12/12,2012,12,26,13,59,48.65
1019,95.0088,25.322,5.8,15695.5,92.6,9/1/13,2013,1,9,1,41,53.06
1020,92.198,24.6998,5.5,15747.5,41.5,2/3/13,2013,3,2,1,30,39.19
1022,95.8202,23.0552,4.8,15776.3,33,30/3/13,2013,3,30,20,4,49.45
1027,95.7274,19.2556,4.6,15788.8,14.8,12/4/13,2013,4,12,8,42,3.98
1030,99.7798,20.6795,4.9,15813.3,18.5,6/5/13,2013,5,6,20,18,2.47
1031,91.2525,25.7627,4.7,15840.5,10,3/6/13,2013,6,3,1,20,2.7
1032,98.9892,25.8581,4.7,15886.5,9.7,18/7/13,2013,7,18,23,56,15.93
1033,94.6816,23.9833,5,15901,94,2/8/13,2013,8,2,12,4,29.61
1034,93.9321,20.5708,4.7,15906.5,31.9,7/8/13,2013,8,7,23,59,19.7
1038,95.921,22.9062,5.2,15950,10,20/9/13,2013,9,20,12,24,47.5
1039,90.2761,25.8293,4.6,15973.3,60,13/10/13,2013,10,13,19,55,27.5
1041,93.5373,26.4216,4.7,15996.7,27,6/11/13,2013,11,6,4,19,19
1042,95.1198,12.3447,5.3,16010.9,14.6,20/11/13,2013,11,20,10,9,19.2
1044,95.7955,22.9282,5.1,16078,32,26/1/14,2014,1,26,12,38,40.15
1045,93.912,23.8225,5,16081,58.7,29/1/14,2014,1,29,13,46,50.17
1046,94.3513,22.8135,4.7,16082,92.3,30/1/14,2014,1,30,12,17,14.76
1048,95.6504,19.1793,5,16120.2,29.2,9/3/14,2014,3,9,16,3,0.48
1049,94.2259,7.6898,5.3,16125,29.7,14/3/14,2014,3,14,13,38,9.24
1052,99.4384,19.6144,5,16177.5,10.1,6/5/14,2014,5,6,0,58,20.9
1054,97.8986,24.9898,6,16201.5,10.1,30/5/14,2014,5,30,1,20,15.38
1055,95.6308,16.517,4.6,16203.2,10,31/5/14,2014,5,31,17,31,45.81
1056,94.556,24.5906,4.8,16280.2,87.2,16/8/14,2014,8,16,16,39,54.62
1058,93.2031,22.1016,5.3,16303.9,10.9,9/9/14,2014,9,9,9,28,22.59
1059,100.5005,23.3434,5.6,16332,12.8,7/10/14,2014,10,7,13,49,41.78
1060,97.0097,27.187,4.6,16341.9,15,17/10/14,2014,10,17,9,44,51.86
1061,96.2366,24.8856,4.6,16364.2,21,8/11/14,2014,11,8,17,6,41.35
1062,94.7784,24.9197,4.7,16364.2,86.2,8/11/14,2014,11,8,18,19,39.95
1063,94.4034,20.7777,5.5,16372.7,75.9,17/11/14,2014,11,17,4,34,13.35
1064,93.5213,23.5296,5.9,16376.2,48.9,20/11/14,2014,11,20,18,14,37.65
1066,100.4797,23.2956,5.3,16391.2,13.5,5/12/14,2014,12,5,18,43,46.67
1067,94.5875,24.2387,5,16406.7,94.5,21/12/14,2014,12,21,5,37,38.43
1068,98.3893,21.3655,4.6,16411.8,10,26/12/14,2014,12,26,6,7,9.99
1069,93.8485,24.0657,4.7,16460.1,74.8,12/2/15,2015,2,12,14,33,8.09
1070,98.8935,23.5833,5,16476.9,17.7,1/3/15,2015,3,1,10,24,42.96
1071,92.6816,26.8919,4.8,16523.4,24.9,16/4/15,2015,4,16,22,5,48.59
1072,94.8483,26.2705,4.7,16537.3,10,30/4/15,2015,4,30,19,21,18.72
1073,90.3467,26.5676,5.4,16595.5,24.4,28/6/15,2015,6,28,1,5,27.78
1074,96.1028,19.0667,5,16618.5,19.5,21/7/15,2015,7,21,1,27,8.76
1075,94.5929,24.6031,4.6,16677.2,86,17/9/15,2015,9,17,18,34,17.29
1076,92.296,24.6385,4.7,16719.4,42.1,29/10/15,2015,10,29,22,15,55.83
1077,99.472,25.1082,5.1,16720,10,30/10/15,2015,10,30,11,26,40.71
1079,94.7571,22.4682,5.5,16747.8,22.4,27/11/15,2015,11,27,8,33,58.5
1080,93.6047,24.8308,6.6,16785.5,49.5,3/1/16,2016,1,3,23,5,20.92
1081,93.1512,14.2722,5,16817.1,24.3,4/2/16,2016,2,4,15,30,51.45
1082,93.4248,26.2587,4.6,16829.5,35.3,16/2/16,2016,2,16,23,6,58.86
1084,94.8533,23.1074,6.9,16886,151.4,13/4/16,2016,4,13,13,55,18.54
1085,94.1635,24.3014,4.8,16914.8,71.6,12/5/16,2016,5,12,7,54,18.61
1087,99.5405,26.0663,4.8,16920.2,28,17/5/16,2016,5,17,17,5,14.64
1088,93.78,22.7308,4.8,16922.5,50,19/5/16,2016,5,19,23,10,24.96
1089,94.4052,22.6267,4.6,16956,110.3,22/6/16,2016,6,22,13,3,19.33
1090,91.9985,22.767,4.6,16960.5,35,27/6/16,2016,6,27,0,27,46
1091,94.4809,21.5161,4.9,16990.7,101.9,27/7/16,2016,7,27,4,20,27.83
1092,99.6768,21.8551,4.6,16993.1,10,29/7/16,2016,7,29,14,2,50.7
1093,94.8315,21.3293,5.1,16995.9,134,1/8/16,2016,8,1,10,1,7.84
1094,94.5754,23.8784,5.2,17017.6,113.8,23/8/16,2016,8,23,2,11,12.66
1095,94.5495,20.9438,6.5,17018.9,88.2,24/8/16,2016,8,24,10,34,54.3
1096,95.0267,25.2537,4.6,17066.8,93.4,11/10/16,2016,10,11,7,30,13.54
1097,94.4801,22.8514,4.9,17081.6,111.1,26/10/16,2016,10,26,2,21,58.23
1098,91.9889,24.1004,5.4,17150.9,34.6,3/1/17,2017,1,3,9,9,2.29
1099,94.4975,23.2899,5,17151.2,96.8,3/1/17,2017,1,3,18,49,53.8
1100,93.4439,24.0355,4.9,17203,57.6,24/2/17,2017,2,24,12,2,49.89
1101,94.6921,25.1779,5,17210.6,70.4,4/3/17,2017,3,4,2,11,52.56
1102,95.8364,17.3359,5,17220.1,17.5,13/3/17,2017,3,13,14,19,8.61
1104,99.7862,25.904,4.9,17233.5,22.8,26/3/17,2017,3,26,23,55,4.93
1105,89.2833,27.3864,4.6,17251.6,35,14/4/17,2017,4,14,2,56,26.08
1106,90.5081,26.773,4.7,17274.7,30,7/5/17,2017,5,7,5,49,58.5
1107,94.5575,23.8063,4.6,17329.8,101.4,1/7/17,2017,7,1,7,1,14.34
1108,94.635,24.2451,4.7,17330.7,79,2/7/17,2017,7,2,5,27,44.03
1109,94.404,23.4903,4.6,17341.7,88,13/7/17,2017,7,13,5,3,30.51
1110,93.5509,24.2741,5.1,17362.2,52.1,2/8/17,2017,8,2,18,18,8.18
1111,94.8028,18.8657,4.7,17405.5,40.1,15/9/17,2017,9,15,1,36,47.45
1112,94.4552,21.4004,4.6,17423.2,97,2/10/17,2017,10,2,18,13,51.06
1113,91.2802,24.0805,4.8,17459.7,25,8/11/17,2017,11,8,4,50,50.88
1114,94.4325,23.7125,4.7,17471.8,94.1,20/11/17,2017,11,20,8,48,0.67
1115,94.4018,22.3293,4.6,17484.9,96.2,3/12/17,2017,12,3,9,47,13.31
1116,94.3128,22.0351,5,17510.3,89.4,28/12/17,2017,12,28,20,23,34.06
1117,96.0602,26.7153,4.6,17511.2,71.5,29/12/17,2017,12,29,16,19,13.48
1118,94.8561,24.6747,5.8,17519.8,33.5,7/1/18,2018,1,7,6,47,14.9
1127,95.9986,18.1833,4.7,17534.8,10,22/1/18,2018,1,22,7,37,58.93
1129,96.0866,18.304,4.8,17575.9,14.3,4/3/18,2018,3,4,10,48,10.37
1131,96.0886,18.3204,5,17589.3,17.3,17/3/18,2018,3,17,19,59,3.08
1136,95.9849,18.2412,4.7,17625.2,25.5,22/4/18,2018,4,22,18,31,46.38
1138,96.0073,18.2798,5,17627,16.2,24/4/18,2018,4,24,12,23,34.55
1139,96.989,27.1122,5.2,17665.7,32.5,2/6/18,2018,6,2,5,46,5.77
1140,95.0555,24.5892,4.8,17669.2,121,5/6/18,2018,6,5,16,33,54.79
1141,94.4288,23.7626,4.7,17669.5,89.1,5/6/18,2018,6,5,23,12,32.22
1144,94.7937,18.8671,4.7,17707,10,13/7/18,2018,7,13,12,7,57.49
1145,87.5684,30.2421,5,17726.1,10.1,1/8/18,2018,8,1,15,46,23.54
1146,94.7362,23.8895,4.7,17741,100,16/8/18,2018,8,16,11,55,19.4
1147,90.1766,26.3547,5.5,17767.7,14.1,12/9/18,2018,9,12,4,50,46.58
1149,95.5465,18.9834,4.9,17812.9,13,27/10/18,2018,10,27,9,16,43.82
1150,93.4503,23.9701,5.1,17827.2,48.4,10/11/18,2018,11,10,17,15,46.72
1151,94.2776,21.4282,4.7,17835.7,97,19/11/18,2018,11,19,4,7,55.41
1152,96.905,27.1867,5.6,17844.9,33,28/11/18,2018,11,28,10,17,9.38
1153,92.5203,27.95,4.8,17848.1,9.6,1/12/18,2018,12,1,15,7,26.4
1154,96.6553,26.4505,4.7,17870.3,102.2,23/12/18,2018,12,23,20,32,17.91
1156,87.672,30.339,4.6,17898.1,10,20/1/19,2019,1,20,15,6,38.82
1157,96.3028,27.29,5.2,17918.6,19.1,10/2/19,2019,2,10,3,22,5.75
1158,92.8852,22.3925,4.7,17925.6,29.3,17/2/19,2019,2,17,2,58,34.22
1160,94.4119,25.4706,5.2,17971.8,55.3,4/4/19,2019,4,4,7,45,29.43
1161,93.4072,22.7332,4.6,17982.5,59,15/4/19,2019,4,15,1,39,45.54
1162,95.7801,26.1915,5.3,18002,98.5,4/5/19,2019,5,4,11,4,1.15
1163,90.8472,19.8024,4.7,18004.1,35,6/5/19,2019,5,6,14,18,29.27
1164,92.7051,18.597,4.6,18063.7,10,5/7/19,2019,7,5,4,46,30.19
1167,92.7559,27.653,5.4,18078.4,12.1,19/7/19,2019,7,19,22,54,23.85
1169,94.3918,18.3895,4.6,18107.6,35,18/8/19,2019,8,18,3,38,12.4
1170,93.9657,24.0118,4.9,18107.8,60.5,18/8/19,2019,8,18,6,28,33.24
1171,96.0832,26.5059,4.7,18115.6,96.1,26/8/19,2019,8,26,2,49,15.12
1172,95.3586,22.683,5.4,18121.1,18.7,31/8/19,2019,8,31,15,9,22.62
1173,94.6389,21.2082,4.7,18126.9,109.4,6/9/19,2019,9,6,10,9,48.85
1175,91.3575,27.3897,4.6,18158,13.2,7/10/19,2019,10,7,12,35,46.62
1176,94.1273,23.1728,4.7,18169.2,75.2,18/10/19,2019,10,18,16,48,9.48
1177,95.5703,19.178,4.8,18172.5,14.1,22/10/19,2019,10,22,1,30,40.63
1179,94.8622,19.2546,5.7,18208,61.9,26/11/19,2019,11,26,11,5,56.5
1180,95.8491,23.263,5.1,18210.1,15.9,28/11/19,2019,11,28,14,39,15.1
1181,93.43,20.5446,5.3,18265.9,27.7,23/1/20,2020,1,23,9,48,4.91
1182,90.8563,26.2115,4.9,18282,27.8,8/2/20,2020,2,8,12,47,2.86
1183,94.2007,17.5959,4.7,18305.9,30.8,3/3/20,2020,3,3,9,18,52.48
1184,96.0811,24.3905,4.7,18306.5,17.1,4/3/20,2020,3,4,0,20,3.69
1185,94.0084,22.7761,5.8,18350,22.2,16/4/20,2020,4,16,11,45,24.81
1186,93.804,24.3446,5.2,18389.1,56.8,25/5/20,2020,5,25,14,42,16.57
1187,97.1003,26.6334,4.7,18408.6,15,14/6/20,2020,6,14,2,39,43.25
1188,93.7766,23.2847,4.8,18408.7,61,14/6/20,2020,6,14,5,35,31.17
1189,94.2462,18.9255,4.8,18411,35,16/6/20,2020,6,16,11,15,50.69
1190,94.3282,22.3956,4.7,18413,87,18/6/20,2020,6,18,13,59,19.43
1191,93.0233,23.8461,5.1,18415.9,41,21/6/20,2020,6,21,10,46,24.67
1197,93.2623,23.151,5.3,18483,11.5,27/8/20,2020,8,27,12,7,15.26
1198,95.1479,24.8664,4.8,18487.4,124.6,31/8/20,2020,8,31,21,9,33.36
1199,93.6746,23.0081,5,18506.5,62.4,20/9/20,2020,9,20,1,59,5.9
1200,93.6017,24.6377,5.3,18527.2,51.8,10/10/20,2020,10,10,17,38,1.01
1201,94.518,23.5537,4.8,18561.8,109.8,14/11/20,2020,11,14,8,50,25.92
1202,94.2969,22.1286,5.1,18585.7,92,8/12/20,2020,12,8,5,14,34.62
1204,97.7941,20.9504,4.7,18645,10.3,5/2/21,2021,2,5,11,47,47.2
1205,95.8445,22.8134,4.6,18664.6,32,25/2/21,2021,2,25,2,34,29.68
1206,94.9698,25.3994,4.6,18677,77.7,9/3/21,2021,3,9,11,14,59.77
1207,92.6304,27.6062,5,18694.3,25.9,26/3/21,2021,3,26,19,2,7.3
1208,94.1053,22.4097,5.2,18717,43.1,18/4/21,2021,4,18,13,24,34.76
1211,92.4001,26.7165,4.8,18727.3,42.7,28/4/21,2021,4,28,19,50,53.77
1218,97.9255,24.8992,4.9,18771.9,9.7,12/6/21,2021,6,12,10,0,48.73
1219,97.076,26.6564,4.7,18775.1,22.5,15/6/21,2021,6,15,14,46,6.62
1220,90.221,25.9303,5.3,18796.6,18.4,7/7/21,2021,7,7,3,15,24.86
1221,94.3756,24.5231,4.8,18815.7,65.2,26/7/21,2021,7,26,5,3,30
1224,94.3768,24.5711,4.7,18838.1,67.8,17/8/21,2021,8,17,15,32,24.6
1225,94.6225,22.2055,4.7,18843,124.2,22/8/21,2021,8,22,12,22,3.07
1226,96.2665,25.0729,4.6,18844.6,10,24/8/21,2021,8,24,2,15,9.8
1228,94.679,22.2983,5.3,18889.2,124.5,7/10/21,2021,10,7,18,28,4.44
1229,96.7749,26.5993,4.8,18915,10.5,2/11/21,2021,11,2,13,29,31.3
1230,93.0043,15.9504,4.8,18926.9,10,14/11/21,2021,11,14,10,30,11.06
1231,95.1041,24.6116,4.6,18933,112,20/11/21,2021,11,20,11,12,16.53
1232,93.5289,22.7437,6,18938.5,42.7,25/11/21,2021,11,25,23,45,40.91
1233,96.3249,26.9408,4.6,18940.5,13.5,28/11/21,2021,11,28,1,32,50.18
1234,96.0502,23.3781,4.8,18948.5,18.1,6/12/21,2021,12,6,0,25,40.92
1235,94.0116,22.9588,4.7,18970.3,10,27/12/21,2021,12,27,20,13,14.41
1236,100.706,27.7184,5.4,18975.8,24.3,2/1/22,2022,1,2,7,2,11.72
1237,93.8099,23.0596,5.6,18994.9,61.9,21/1/22,2022,1,21,10,12,31.45
1238,96.5157,26.0721,4.8,19016.3,17.7,11/2/22,2022,2,11,19,16,50.9
